asset_utilization	assets	book_value_per_share	cap_ex_percentage	cash_financing	cash_investing	cash_on_hand	cash_operations	current_ratio	debt_equity_ratio	expenses	free_cash_flow	gross_profit_margin	interest_expense_percentage	liabilities	long_term_debt	market_cap	net_income	period	price	price_to_book_value	quarter	retained_earnings_growth	return_on_equity	revenues	rownum	sga_percentage	shareholders_equity	symbol
0.7896	1535.0000	6.6429		13.6000	-23.7000	445.4000	58.6000	2.9763	0.9835	282.0000	45.1000	30.5496		761.1000	400.0000	2600.2800	-1.8000	12/2005	22.3200	3.3600	Q4-2005	-15.0900	7.2878	280.2000	21	80.6075	773.9000	ADCT
0.8332	1514.7000	6.7038		-7.7000	18.3000	437.9000	-72.3000	3.3600	0.9345	342.8000	-63.9000	23.4136		731.7000	400.0000	2988.9120	22.8000	3/2006	25.5900	3.8173	Q1-2006		5.8493	365.6000	22	80.6075	783.0000	ADCT
0.8231	1568.5000	6.9342	31.8898	3.7000	-14.2000	488.8000	43.6000	3.3425	0.9333	332.3000	35.5000	35.0698	0.0000	757.2000	400.0000	1972.6200	11.3000	6/2006	16.8600	2.4314	Q2-2006		4.0922	343.6000	23	63.7344	811.3000	ADCT
0.8238	1574.2000	7.0607	34.6008	0.1000	-26.2000	505.4000	21.7000	3.5681	0.9017	267.0000	12.6000	36.4997	0.0000	746.4000	400.0000	1759.7724	40.4000	9/2006	15.0100	2.1258	Q3-2006		8.7823	307.4000	24	60.0713	827.8000	ADCT
0.8149	1612.2000	7.4512	305.7143	9.6000	-67.3000	537.7000	87.1000	3.6163	0.8457	293.6000	55.0000	31.9650	0.0000	738.7000	400.0000	1703.3519	3.6000	12/2006	14.5300	1.9500	Q4-2006	-11.6712	8.9410	297.2000	25	74.0000	873.5000	ADCT
0.8119	1598.2000	7.4996		-9.5000	38.8000	562.0000	-61.3000	3.9643	0.8174	257.3000	-37.7000	27.1895	0.0000	718.8000	400.0000	1962.9324	92.1000	3/2007	16.7400	2.2321	Q1-2007		16.7614	349.4000	26	74.0000	879.4000	ADCT
0.7574	1716.5000	8.3568	9.7077	1.9000	-69.0000	656.1000	41.1000	4.2162	0.7515	329.5000	31.8000	34.8165	0.0000	736.5000	400.0000	2149.5591	16.6000	6/2007	18.3300	2.1934	Q2-2007		15.5816	346.1000	27	57.4274	980.0000	ADCT
0.7611	1737.4000	8.5308	33.1579	1.6000	-1.8000	677.7000	28.8000	2.4399	0.7346	335.6000	22.5000	34.4660	0.0000	735.8000	200.6000	2302.4101	-6.0000	9/2007	19.6100	2.2987	Q3-2007		10.6130	329.6000	28	61.2676	1001.6000	ADCT
0.7727	1764.8000	8.5753		4.8000	221.9000	581.8000	141.8000	2.1266	0.7515	365.8000	110.5000	35.9527		757.2000	200.6000	1827.1250	-27.3000	12/2007	15.5500	1.8133	Q4-2007	-18.0480	7.4831	338.5000	29	67.8718	1007.6000	ADCT
0.6429	2205.1000	8.3912		434.8000	-394.3000	795.9000	-136.7000	2.7218	1.2346	387.1000	-112.7000	30.1686		1218.3000	651.3000	1420.6080	16.3000	3/2008	12.0800	1.4396	Q1-2008		-0.0405	403.4000	30	67.8718	986.8000	ADCT
0.6542	2234.5000	8.5912	68.4783	-18.0000	-16.2000	813.5000	49.4000	2.8209	1.2100	375.1000	36.8000	36.6735	0.0000	1223.4000	651.0000	1738.2813	15.1000	6/2008	14.7700	1.7192	Q2-2008		-0.1879	390.2000	31	60.0978	1011.1000	ADCT
0.7233	2051.8000	8.8004	63.3136	-200.8000	-12.7000	656.7000	56.0000	4.3611	0.9807	397.4000	45.3000	37.3011	0.0000	1015.9000	650.8000	994.6495	-45.4000	9/2008	8.4500	0.9602	Q3-2008		-3.9869	352.0000	32	63.9756	1035.9000	ADCT
0.7287	1921.0000	7.7646		163.8000	-213.9000	631.5000	175.6000	3.8755	1.1013	697.1000	133.5000	30.9477		1006.8000	650.7000	644.0378	-442.8000	12/2008	5.4700	0.7045	Q4-2008	9.0042	-49.9672	254.3000	33	617.4079	914.2000	ADCT
0.9656	1316.9000	3.8302		-258.9000	213.9000	515.8000	-194.8000	4.3147	2.5640	286.0000	-155.9000	28.6078		947.4000	650.5000	423.5033	-10.9000	3/2009	4.3900	1.1462	Q1-2009		-130.9878	275.1000	34	617.4079	369.5000	ADCT
0.8909	1307.5000	3.7957		-0.9000	-79.3000	462.3000	24.4000	4.1134	2.5656	284.2000	13.7000	31.7925		940.8000	650.4000	769.0156	-0.8000	6/2009	7.9600	2.0971	Q2-2009		-136.3240	283.4000	35	82.2420	366.7000	ADCT
0.8288	1322.7000	3.9267	116.6667	-0.7000	-2.2000	511.6000	47.5000	4.1713	2.4863	284.2000	40.5000	34.8271	0.0000	943.3000	651.0000	805.8108	-0.8000	9/2009	8.3400	2.1239	Q3-2009		-120.0053	283.4000	36	69.1996	379.4000	ADCT
0.8289	1336.1000	3.7166	134.0000	-1.7000	10.1000	609.5000	14.3000	4.1179	2.7207	276.8000	7.6000	34.6762	0.0000	977.0000	650.9000	600.0102	-11.2000	12/2009	6.2100	1.6709	Q4-2009	-100.0000	-6.5998	265.6000	37	86.7427	359.1000	ADCT
0.6055	174.0200	2.5871	16.5037	4.0400	-1.3500	127.7700	-1.0600	8.5077	0.1277	24.0700	-2.4100	80.3451	0.0000	19.7000	0.0000	919.8030	5.4900	9/2007	15.4200	5.9604	Q3-2007	-246.4775	16.3297	29.5600	0	50.0632	154.3200	APKT
0.6059	186.5700	2.7094	15.4734	1.8200	-1.3300	136.4200	8.1600	7.5903	0.1434	26.2100	6.8200	81.6704	0.0000	23.4000	0.0000	758.1698	5.1600	12/2007	12.5900	4.6468	Q4-2007	3431.5789	11.9882	31.3700	1	50.6245	163.1600	APKT
0.6198	193.0100	2.7428	10.7879	-3.8000	-0.8900	144.7500	13.0300	6.7801	0.1637	26.6400	12.1400	81.3131	0.0000	27.1500	0.0000	483.1553	5.0400	3/2008	7.9900	2.9130	Q1-2008	417.9012	12.2453	31.6800	2	52.7174	165.8600	APKT
0.6028	196.1900	2.7767	91.3669	-1.6200	-1.2700	147.9100	6.0400	6.3795	0.1754	24.8400	4.7700	78.2541	0.0000	29.2800	0.0000	466.4536	0.8200	6/2008	7.7600	2.7946	Q2-2008	174.0506	9.8916	25.6600	3	68.1275	166.9100	APKT
0.6573	178.2200	2.5430	30.8824	-22.3700	-1.0500	127.0300	2.5500	5.7001	0.1994	26.4100	1.5000	79.5710	0.0000	29.6300	0.0000	334.8039	2.0300	9/2008	5.7300	2.2532	Q3-2008	87.1743	8.7826	28.4400	4	62.2183	148.5900	APKT
0.6687	174.0100	2.6562	20.0483	-7.5300	-0.8300	125.7200	7.0500	6.3312	0.1852	26.9000	6.2200	78.2865	0.0000	27.1900	0.0000	290.7202	3.6800	12/2008	5.2600	1.9802	Q4-2008	57.4764	7.8809	30.5800	5	61.1111	146.8100	APKT
0.6328	182.7800	2.7770	25.8216	0.2700	-1.1000	135.9000	11.0100	6.0032	0.2013	28.2300	9.9100	80.1226	0.0000	30.6300	0.0000	332.5753	2.7600	3/2009	6.0700	2.1858	Q1-2009	36.9090	6.1058	30.9900	6	58.2360	152.1500	APKT
0.5648	217.5600	3.1062	44.5652	0.9300	4.6000	155.6200	14.1800	5.3402	0.2112	31.1700	12.9500	81.4973	0.0000	37.9300	0.0000	585.2396	1.6900	6/2009	10.1200	3.2580	Q2-2009	39.1455	5.6561	32.8600	7	63.4429	179.6300	APKT
0.5772	226.5600	3.2100	27.9383	0.4600	-1.4300	158.8000	4.1400	5.3915	0.2150	32.7700	2.6900	80.8528	0.0000	40.0900	0.0000	581.4809	3.5800	9/2009	10.0100	3.1184	Q3-2009	41.7916	6.2798	36.3500	8	57.6727	186.4700	APKT
1.0965	12.7500	0.7327	27.7778	0.1600	0.0100	9.4900	0.0300	5.8762	0.2133	3.6900	-0.0200	61.8557	0.0000	2.2400	0.0000	48.1488	0.1900	6/2004	3.3600	4.5856	Q2-2004	1.1711	-5.6190	3.8800	0	62.0833	10.5000	ATGN
1.0984	13.5100	0.7413				10.0200		4.8185	0.2664	3.9000		-100.0000		2.8400	0.1400	36.0938	0.1400	9/2004	2.5100	3.3859	Q3-2004		0.2814	4.0400	1		10.6600	ATGN
1.1423	13.5600	0.7775	5.7143	0.1700	1.4000	10.0100	-0.1900	5.8393	0.2129	3.9400	-0.2100	60.7477	0.0000	2.3800	0.0000	56.8010	0.3400	12/2004	3.9500	5.0806	Q4-2004	-0.8055	3.7567	4.2800	2	56.5385	11.1800	ATGN
1.1338	13.2300	0.7150		0.0900	-0.9900	9.6700	-0.2700	4.7026	0.2699	3.6600	-0.3100	55.0000		2.8100	0.0000	42.2240	-0.8600	3/2005	2.9000	4.0561	Q1-2005	0.3910	-1.8252	2.8000	3	98.0519	10.4100	ATGN
1.1322	13.4600	0.7080		0.0900	-0.2300	9.0800	-0.5600	4.3767	0.2933	4.2200	-0.5800	53.8835		3.0500	0.0000	27.3234	-0.1000	6/2005	1.8600	2.6272	Q2-2005	0.9221	-4.6154	4.1200	4	68.4685	10.4000	ATGN
1.1590	13.3300	0.7286	139.2857	0.0000	1.0300	9.4100	0.5200	5.3149	0.2437	3.9400	0.1300	58.3529	0.0000	2.6100	0.0000	25.5780	0.3100	9/2005	1.7400	2.3882	Q3-2005		-2.8945	4.2500	5	55.6452	10.7100	ATGN
1.1250	13.8400	0.7395		0.1100	0.9600	9.2500	-0.1500	4.7363	0.2732	4.3600	-0.2700	54.0909		2.9700	0.0000	22.4910	0.0400	12/2005	1.5300	2.0691	Q4-2005	1.7231	-5.6118	4.4000	6	68.9076	10.8700	ATGN
1.1920	14.2200	0.7383		0.1000	-0.1200	9.2400	0.0000	4.4714	0.2892	4.2800	-0.1000	53.3493		3.1900	0.0000	27.9378	-0.1000	3/2006	1.8700	2.5329	Q1-2006	0.2532	1.3599	4.1800	7	68.1614	11.0300	ATGN
1.2107	14.5700	0.7677	68.4211	0.0900	2.3400	9.4700	0.2500	4.7247	0.2670	4.6200	0.1200	56.3410	0.0000	3.0700	0.0000	23.6684	0.1900	6/2006	1.5800	2.0581	Q2-2006	-0.2916	3.8261	4.8100	8	61.6236	11.5000	ATGN
1.2227	14.6400	0.7850	14.2857	0.0200	-2.9900	9.9100	0.4700	5.1901	0.2367	4.3700	0.4500	55.2106	0.0000	2.8000	0.0000	22.7557	0.1400	9/2006	1.5100	1.9236	Q3-2006	0.0196	2.2823	4.5100	9	63.4538	11.8300	ATGN
1.3521	86.1900	7.8915		0.5900	1.2600	20.0600	-0.0200	4.5303	0.2215	25.7200	-0.7500	23.3611		15.6300	0.0000	87.1650	-0.5500	7/2000	9.7500	1.2355	Q3-2000	12.4135	10.7158	25.1700	0	71.5986	70.5500	APSG
1.2286	85.1400	7.8524		-0.1000	0.5600	16.4900	0.0500	4.3701	0.2034	25.8000	-1.3900	55.0957		14.3900	0.0000	63.0700	-0.1900	10/2000	7.0000	0.8914	Q4-2000	3.1398	5.2014	25.6100	1	52.3033	70.7500	APSG
1.2395	80.4900	7.3620		0.6100	-1.2200	6.0900	-7.7700	4.7037	0.1744	24.5200	-11.0200	30.5991		11.9500	0.0000	66.9156	-2.8200	1/2001	7.1875	0.9763	Q1-2001	-7.3196	-1.8383	21.7000	2	91.5663	68.5400	APSG
1.1805	76.3000	6.9667		-0.4700	1.0700	10.1100	3.4300	4.7947	0.1751	20.7200	2.5000	27.5156		11.3700	0.0000	32.4336	-3.1300	4/2001	3.4800	0.4995	Q2-2001	-18.0213	-10.3034	17.5900	3	93.3884	64.9300	APSG
1.1932	67.3000	6.1491		0.2100	0.3200	5.3800	-5.2800	5.6162	0.1413	22.1600	-4.9500	-5.3896		8.3300	0.0000	59.9375	-6.7600	7/2001	6.2500	1.0164	Q3-2001	-30.0287	-21.8755	15.4000	4		58.9700	APSG
1.1029	66.6400	6.1846		0.0200	1.0700	9.7400	3.2700	6.6298	0.1234	18.4800	4.3400	56.5657		7.3200	0.0000	93.4066	0.3300	10/2001	9.7400	1.5749	Q4-2001	-28.2319	-20.8734	18.8100	5	58.6466	59.3100	APSG
