Company Name,Ticker Symbol,Industry Name,SIC Code,Exchange Code,Stock Price,Trading Volume,# of shares outstanding,Market Cap,Total Debt,Firm Value,Enterprise Value,Cash,Revenues: Last yr,Trailing 12-mth Revenues,Current PE,Trailing PE,Forward EPS,Forward PE,PEG Ratio,PBV Ratio,PS Ratio,EV/EBIT,EV/EBITDA,EV/ Invested Capital,Value/BV of Capital,EV/Sales,EV/ Trailing Sales,Growth in EPS: Last 5 years,Expected Growth in EPS: next 5 years,Expected Growth in Revenues: next 5 years,Growth in Revenue- last year, 3-yr Regression Beta,Value Line Beta,HiLo risk,3-yr Standard Deviation (Stock Price),Reinvestment,Correlation,Payout Ratio,Reinvestment Rate,ROE,ROC,Net Margin,Pre-tax Operating Margin,Invested Capital,Book Value of Equity,BV of Assets,Non-cash WC,Chg in non-cash WC,Net Income,EBIT,EBIT(1-t),EBITDA,FCFF,Eff Tax Rate,Non-cash WC as % of Revenues,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,SG&A Expenses,Trailing Revenues,Trailing Net Income,Dividends,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital,Dividend Yield,Insider Holdings,Institutional Holdings
Cornerstone Therapeutics Inc,CRTX,Drug,2834,NDQ,$6.10,79314,12,$131.10,0,$131.10,$121.50,$9.60,$64.90,$130.50,14.57,3.65,NA,NA,NA,4.46,2.02,9.96,8.93,6.14,4.46,1.87,0.93,NA,NA,NA,79.47%,-1.17,0.85,0.75,1.1423,-$7.27,11.91%,0.00%,-62.34%,30.61%,58.89%,13.87%,18.80%,19.8,$29.40,$69.90,-$6.40,-$6.47,$9.00,$12.20,$11.66,$13.60,$18.93,4.43%,-9.86%,7.32%,14.79%,13.73%,$0.60,$1.40,$26.80,$130.50,$35.90,$0.00,44.21%,1.29%,0.00%,0.00%,0.00%,0.00%,NA,9.72%
Cornestone Bancshares Inc.,CSBQ,Bank,6000,NDQ,$2.10,2786,6.5,$12.90,71.3,$84.20,$73.30,$10.90,NA,NA,5.16,2.43,NA,NA,NA,0.35,NA,4.55,4.55,0.76,0.78,NA,NA,19.50%,NA,NA,NA,0.4,0.6,0.53,0.4428,NA,21.68%,0.00%,NA,6.85%,10.96%,NA,NA,96.9,$36.50,$471.80,$0.00,NA,$2.50,$16.10,$10.62,$16.10,NA,34.05%,NA,12.95%,NA,2.31%,$0.00,$0.00,$9.30,NA,$5.30,$0.00,0.59%,0.00%,552.71%,84.68%,66.14%,0.00%,NA,6.78%
Corning Inc.,GLW,Electrical Equipment,3600,NYS,$19.31,15558227,1548,"$29,853.00",1605,"$31,458.00","$28,642.00","$2,816.00","$5,948.00","$4,947.00",12.32,20.23,$1.50,12.87,1.23,2.22,5.02,14.60,10.82,2.34,2.09,4.82,5.79,NA,10.00%,9.50%,2.82%,1.28,1.25,0.37,0.3817,"$1,265.78",52.40%,15.85%,74.25%,18.03%,13.94%,40.75%,32.99%,12232,"$13,443.00","$19,256.00",-$171.00,$28.78,"$2,424.00","$1,962.00","$1,704.68","$2,646.00",$438.91,13.12%,-2.87%,8.95%,47.34%,14.62%,"$1,921.00",$684.00,"$1,460.00","$4,947.00","$1,476.00",$384.20,1.58%,42.58%,5.38%,5.10%,10.67%,1.29%,1.50%,77.78%
Corning Natural Gas Corp,CNIG,Natural Gas Utility,4920,NDQ,$17.50,896,0.8,$15.00,16.9,$31.90,$31.90,$0.00,$25.80,$24.40,18.75,NA,NA,NA,NA,1.92,0.58,6.79,5.91,1.29,1.29,1.24,1.31,NA,NA,NA,5.46%,NA,0.4,0.18,NA,$3.32,NA,0.00%,72.75%,10.26%,18.48%,3.10%,18.22%,24.7,$7.80,$33.80,$3.30,-$0.18,$0.80,$4.70,$4.56,$5.40,$1.24,2.87%,12.79%,0.00%,0.00%,0.00%,$4.20,$0.70,$0.00,$24.40,-$2.50,$0.00,0.00%,66.57%,112.67%,52.98%,68.42%,0.00%,NA,NA
Corp. Office Pptys,OFC,R.E.I.T.,6720,NYS,$36.63,1128039,0,$0.00,0,$0.00,$0.00,$0.00,NA,$759.80,NA,NA,$2.49,14.71,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,6.67%,NA,NA,1.03,1.25,0.33,0.3268,NA,61.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,$759.80,$61.30,$0.00,NA,NA,NA,NA,NA,NA,NA,NA
Corporate Executive,EXBD,Information Services,8900,NDQ,$22.82,333431,34,$770.20,0,$770.20,$740.40,$29.80,$558.40,$471.70,17.19,28.63,$1.10,20.75,3.13,34.08,1.38,5.27,4.56,NA,NA,1.33,1.57,16.50%,5.50%,4.50%,7.74%,0.93,0.85,0.38,0.4087,$51.08,33.28%,37.95%,63.33%,198.23%,NA,8.02%,25.18%,-7.2,$22.60,$446.20,-$194.40,$30.18,$44.80,$140.60,$80.66,$162.20,$29.57,42.63%,-34.81%,3.87%,5.34%,6.68%,$42.50,$21.60,$237.80,$471.70,$26.90,$17.00,9.79%,24.45%,0.00%,0.00%,0.00%,2.21%,2.50%,NA
Corrections Corp. Amer.,CXW,Property Management,6510,NYS,$24.55,1251465,120,"$2,837.40",1192.9,"$4,030.30","$3,996.20",$34.10,"$1,598.90","$1,657.30",18.67,19.37,$1.32,18.60,2.67,2.06,1.77,10.13,8.23,1.57,1.57,2.50,2.41,6.00%,7.00%,5.00%,12.18%,1.18,1.05,0.47,0.3516,$393.82,47.78%,0.00%,160.31%,11.01%,9.67%,9.51%,24.68%,2539.2,"$1,380.40","$2,871.40",$112.80,$4.12,$152.00,$394.60,$245.67,$485.40,-$148.15,37.74%,7.05%,0.85%,2.13%,1.19%,$480.50,$90.80,$80.30,"$1,657.30",$146.50,$0.00,0.48%,86.33%,42.04%,29.60%,46.36%,0.00%,5.40%,78.44%
Corriente Resouces Inc,CTQ.TO,Precious Metals,1041,TSE,$8.53,286591,75.3,$569.30,0,$569.30,$550.80,$18.50,NA,NA,38.47,38.47,NA,NA,NA,2.94,NA,NA,NA,3.15,2.94,NA,NA,NA,NA,NA,NA,2.38,1,0.40,1.021,NA,15.67%,0.00%,NA,7.65%,NA,NA,NA,175,$193.50,$195.10,$74.70,NA,$14.80,NA,NA,NA,NA,0.00%,NA,3.25%,NA,9.48%,$15.80,$0.00,$3.30,NA,$14.80,$0.00,0.00%,49.21%,0.00%,0.00%,0.00%,0.00%,NA,6.79%
Cortex Pharmaceuticals Inc,CORX,Drug,2834,NDQ,$0.10,351009,47.6,$7.90,0.3,$8.20,$4.10,$4.10,NA,NA,NA,NA,NA,NA,NA,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.80,NA,NA,NA,NA,NA,-429.41%,NA,NA,NA,-0.4,$3.40,$5.20,-$1.20,NA,-$14.60,NA,NA,NA,NA,0.00%,NA,50.00%,NA,78.85%,$0.10,$0.20,$4.30,NA,-$9.90,$0.00,0.00%,15.38%,3.80%,3.66%,8.11%,0.00%,NA,6.05%
Cortland Bancorp Inc,CLDB,Bank,6000,NDQ,$4.25,2820,4.5,$18.40,69.2,$87.60,$78.20,$9.40,NA,NA,4.28,4.09,NA,NA,NA,0.38,NA,5.43,5.43,0.72,0.74,NA,NA,3.50%,NA,NA,NA,0.21,0.3,0.62,0.3806,NA,12.61%,0.00%,NA,8.81%,10.56%,NA,NA,108.6,$48.80,$492.70,$0.00,NA,$4.30,$14.40,$11.47,$14.40,NA,20.34%,NA,10.73%,NA,1.91%,$0.00,$0.00,$10.50,NA,$4.50,$0.00,0.02%,0.00%,376.09%,79.00%,58.64%,0.00%,NA,NA
Corus Bankshares Inc,CORS,Bank,6000,NDQ,$0.04,1573667,53.7,$2.10,410.1,$412.20,$344.60,$67.60,NA,NA,NA,NA,NA,NA,NA,0.01,NA,2.58,2.58,0.55,0.60,NA,NA,NA,NA,NA,NA,1.95,1.5,0.98,0.9762,NA,24.59%,NA,NA,-161.54%,21.39%,NA,NA,625.1,$282.60,"$8,353.50",$0.00,NA,-$456.50,$133.70,$133.70,$133.70,NA,0.00%,NA,16.40%,NA,0.81%,$0.00,$0.00,$315.10,NA,-$746.00,$0.00,0.00%,0.00%,19528.57%,99.49%,59.20%,0.00%,NA,10.30%
Corus Entertainment Inc,CJR,Entertainment,7950,NYS,$18.80,16395,80.1,"$1,425.70",651.8,"$2,077.50","$2,066.60",$10.90,$788.70,$788.70,23.57,23.57,$1.54,12.21,NA,1.67,1.81,8.23,7.60,1.38,1.38,2.62,2.62,NA,NA,NA,1.14%,1.42,0.85,0.34,0.3708,$1.80,36.68%,0.00%,1.79%,7.08%,6.72%,7.67%,31.85%,1495.2,$854.30,"$1,874.70",$145.40,$0.00,$60.50,$251.20,$100.48,$271.90,$98.68,60.00%,18.44%,0.52%,1.38%,0.58%,$22.50,$20.70,$0.00,$788.70,$60.50,$0.00,70.85%,4.08%,45.72%,31.37%,43.28%,0.00%,NA,56.69%
CorVel Corp.,CRVL,Medical Services,8000,NDQ,$33.54,26647,12.9,$414.80,0,$414.80,$400.10,$14.70,$310.10,$317.80,21.49,19.29,NA,NA,NA,4.31,1.34,9.22,7.25,4.90,4.31,1.29,1.26,9.00%,NA,NA,9.67%,0.61,0.9,0.37,0.4153,-$0.97,34.67%,0.00%,-3.65%,20.04%,32.44%,6.22%,14.00%,81.6,$96.30,$141.20,$13.40,$0.33,$19.30,$43.40,$26.47,$55.20,$27.44,39.01%,4.32%,3.54%,4.74%,10.41%,$10.50,$11.80,$42.10,$317.80,$21.50,$0.00,29.96%,21.10%,0.00%,0.00%,0.00%,0.00%,NA,54.24%
Cosan Limited,CZZ,Food Processing,2000,NYS,$8.70,1252912,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,63.02%
Cosi Inc,COSI,Restaurant,5812,NDQ,$0.64,138098,40,$22.30,0,$22.30,$16.70,$5.60,$135.60,$121.00,NA,NA,NA,NA,NA,1.17,0.16,167.00,1.96,1.25,1.17,0.12,0.14,NA,NA,NA,2.82%,1.89,1.7,0.77,1.1536,-$4.58,23.58%,NA,-4584.81%,-83.68%,0.75%,-11.73%,0.07%,13.4,$19.00,$42.80,-$8.50,$0.92,-$15.90,$0.10,$0.10,$8.50,$4.68,0.00%,-6.27%,25.11%,4.13%,13.08%,$2.90,$8.40,$20.10,$121.00,-$15.80,$0.00,1.40%,69.63%,0.00%,0.00%,0.00%,0.00%,NA,44.30%
CoSine Communications Inc,COSN,Telecom. Equipment,4811,NDQ,$1.92,13302,10.1,$19.70,0,$19.70,-$3.50,$23.20,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,0.55,0.16,0.314,NA,28.03%,NA,NA,#VALUE!,NA,NA,NA,-0.2,$23.00,$23.30,-$0.20,NA,NA,NA,NA,NA,NA,0.00%,NA,117.77%,NA,99.57%,$0.00,$0.00,$0.70,NA,-$0.50,$0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,NA,0.01%
Cost Plus Inc.,CPWM,Retail (Special Lines),5600,NDQ,$1.02,37957,22.1,$24.10,161.3,$185.40,$181.70,$3.70,"$1,000.40",$904.40,NA,NA,NA,NA,NA,0.18,0.02,NA,NA,0.62,0.62,0.18,0.20,NA,NA,1.00%,-2.29%,0.99,0.85,0.72,0.9091,-$31.79,14.96%,NA,NA,-66.37%,-14.37%,-9.04%,-4.22%,293.8,$136.20,$445.00,$127.00,-$12.19,-$90.40,-$42.22,-$42.22,-$7.72,-$10.43,0.00%,12.69%,2.00%,0.37%,0.83%,$14.90,$34.50,$334.30,$904.40,-$84.70,$0.00,0.00%,43.82%,669.29%,87.00%,54.22%,0.00%,18.89%,35.85%
CoStar Group,CSGP,Information Services,8900,NDQ,$41.77,175418,19.7,$869.70,0,$869.70,$674.40,$195.30,$212.50,$208.00,35.35,37.49,$0.91,45.90,1.47,2.87,4.09,11.92,9.19,6.24,2.87,3.17,3.24,NA,24.00%,9.00%,8.83%,1.28,1,0.30,0.3477,-$12.85,46.02%,0.00%,-41.21%,8.11%,28.84%,11.58%,26.64%,108.1,$303.40,$334.40,-$11.90,$0.25,$24.60,$56.60,$31.18,$73.40,$44.02,44.92%,-5.60%,22.46%,91.91%,58.40%,$3.70,$16.80,$94.40,$208.00,$23.20,$0.00,21.14%,5.05%,0.00%,0.00%,0.00%,0.00%,10.00%,NA
Costco Wholesale,COST,Retail Store,5300,NDQ,$59.17,4888933,432.5,"$25,606.20",2346.4,"$27,952.60","$24,677.60","$3,275.00","$72,483.00","$72,327.00",19.96,23.90,NA,NA,3.33,2.79,0.35,9.21,7.40,2.99,2.42,0.34,0.34,12.50%,6.00%,6.50%,12.83%,0.79,0.75,0.23,0.2206,$950.98,54.40%,89.73%,55.31%,13.95%,20.81%,1.77%,3.70%,8263.5,"$9,192.10","$20,682.30","-$2,546.70",$5.48,"$1,282.70","$2,679.50","$1,719.41","$3,332.60",$768.43,35.83%,-3.51%,11.72%,4.52%,15.83%,"$1,598.60",$653.10,"$6,953.80","$72,327.00","$1,071.50","$1,150.99",0.00%,50.07%,9.16%,8.39%,20.34%,4.49%,2.29%,79.65%
Cott Corp.,COT,Beverage,2080,NYS,$8.20,886488,71.9,$697.60,409.5,"$1,107.10","$1,092.40",$14.70,"$1,648.10","$1,582.10",NA,11.84,$0.46,17.83,NA,3.04,0.42,16.60,7.46,1.75,1.73,0.66,0.69,NA,NA,-2.00%,-7.22%,3.12,1.15,0.87,1.5053,-$29.95,12.22%,NA,-45.52%,-53.58%,10.54%,-7.45%,3.99%,624,$229.20,$873.10,$128.70,-$5.15,-$122.80,$65.80,$65.80,$146.50,$95.75,0.00%,7.81%,1.33%,0.89%,1.68%,$55.90,$80.70,$195.90,"$1,582.10",$58.90,$0.00,22.52%,39.72%,58.70%,36.99%,64.11%,0.00%,10.10%,57.56%
Counsel Corporation,CXS.TO,Medical Services,8000,TSE,$0.44,19202,47.8,$21.00,71.5,$92.50,$85.20,$7.30,$49.30,$47.90,1.76,NA,NA,NA,NA,NA,0.43,14.95,8.78,2.63,2.33,1.73,1.78,NA,NA,NA,-39.84%,1.4,0.95,0.49,0.7865,$35.24,19.33%,0.00%,618.21%,NA,17.59%,24.14%,11.56%,32.4,-$31.80,$158.10,-$11.90,$0.34,$11.90,$5.70,$5.70,$9.70,-$29.54,0.00%,-24.14%,7.89%,14.81%,4.62%,$38.90,$4.00,$12.20,$47.90,NA,$0.00,18.53%,48.96%,340.48%,77.30%,NA,0.00%,NA,NA
CounterPath Corp,CPAH,Internet,7370,NDQ,$0.60,0,28.8,$17.30,0,$17.30,$14.40,$2.90,$9.80,NA,NA,NA,NA,NA,NA,1.53,1.77,NA,NA,1.71,1.53,1.47,NA,NA,NA,NA,-2.84%,NA,NA,0.63,NA,NA,NA,NA,NA,-115.93%,-112.48%,-133.67%,-96.41%,8.4,$11.30,$15.80,-$1.30,NA,-$13.10,-$9.45,-$9.45,-$6.85,NA,0.00%,-13.27%,16.76%,29.59%,18.35%,$0.10,$2.60,$17.70,NA,NA,$0.00,60.13%,1.27%,0.00%,0.00%,0.00%,0.00%,NA,NA
Courier Corp.,CRRC,Publishing,2700,NDQ,$14.25,25597,11.9,$158.40,23.7,$182.10,$181.10,$1.00,$280.30,$248.80,10.56,22.63,$0.76,18.75,NA,0.90,0.57,4.46,3.21,0.91,0.91,0.65,0.73,6.50%,NA,NA,1.04%,0.79,0.95,0.33,0.3077,-$9.18,49.40%,72.24%,-35.76%,8.51%,12.91%,5.35%,14.48%,198.9,$176.20,$240.50,$55.90,-$6.28,$15.00,$40.60,$25.68,$56.40,$34.86,36.75%,19.94%,0.55%,0.36%,0.42%,$12.90,$15.80,$53.00,$248.80,$7.00,$10.84,18.21%,39.79%,14.96%,13.01%,11.86%,6.84%,NA,59.80%
Cousins Propertys,CUZ,R.E.I.T.,6720,NYS,$7.63,1064781,0,$0.00,0,$0.00,$0.00,$0.00,NA,$212.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA,NA,1.71,1.2,0.41,0.5226,NA,36.74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,$212.00,$31.50,$0.00,NA,NA,NA,NA,NA,NA,NA,79.52%
Covance Inc.,CVD,Drug,2834,NYS,$54.57,817794,63.3,"$3,447.20",0,"$3,447.20","$3,225.90",$221.30,"$1,827.10","$1,896.90",17.52,20.15,$2.95,18.50,2.50,2.89,1.89,8.87,7.41,3.31,2.89,1.77,1.70,23.50%,7.00%,8.50%,13.47%,1.16,1,0.29,0.3724,$249.46,42.96%,0.00%,95.63%,16.47%,26.80%,10.77%,19.91%,973.5,"$1,194.80","$1,753.10",$56.60,$2.16,$196.80,$363.70,$260.87,$435.30,$11.41,28.27%,3.10%,6.42%,12.11%,12.62%,$318.90,$71.60,$320.60,"$1,896.90",$171.10,$0.00,6.02%,49.11%,0.00%,0.00%,0.00%,0.00%,1.60%,96.16%
Covanta Holding Corp.,CVA,Power,4900,NYS,$18.09,1468561,154.3,"$2,791.70",2091.3,"$4,883.00","$4,690.30",$192.70,"$1,664.30","$1,557.10",20.04,25.57,$0.98,18.46,1.91,2.42,1.68,9.21,6.62,1.54,1.51,2.82,3.01,NA,10.50%,6.00%,15.87%,0.71,1,0.30,0.284,-$133.30,56.34%,0.00%,-45.86%,12.09%,9.53%,8.37%,30.60%,3050.7,"$1,152.10","$4,280.00",$336.90,-$21.70,$139.30,$509.20,$290.65,$708.70,$423.95,42.92%,20.24%,3.95%,11.58%,4.50%,$87.90,$199.50,$97.00,"$1,557.10",$109.20,$0.00,6.52%,59.11%,74.91%,42.83%,64.48%,0.00%,7.50%,81.85%
Covenant Transport Inc,CVTI,Trucking,4200,NDQ,$4.21,17195,14,$53.20,167.2,$220.40,$214.10,$6.30,$773.90,$601.90,NA,NA,NA,NA,NA,0.45,0.07,3.15,1.39,0.77,0.77,0.28,0.36,NA,NA,NA,8.44%,1.21,1.2,0.57,0.8389,-$12.71,22.89%,NA,-18.70%,-31.48%,24.31%,-4.83%,8.79%,279.7,$118.80,$393.70,$70.70,-$15.71,-$37.40,$68.00,$68.00,$154.00,$80.71,0.00%,9.14%,2.86%,0.81%,1.60%,$89.00,$86.00,$0.00,$601.90,-$38.50,$0.00,2.92%,59.94%,314.29%,75.86%,58.46%,0.00%,NA,58.14%
Coventry Health Care,CVH,Medical Services,8000,NYS,$24.29,2436203,148.3,"$3,726.30",1902.5,"$5,628.80","$4,167.60","$1,461.20","$11,913.60","$13,574.50",9.76,12.29,$2.14,11.35,NA,1.09,0.31,5.42,4.53,1.08,1.06,0.35,0.31,24.00%,-2.50%,6.00%,25.75%,2.12,1.25,0.53,0.5424,-$230.89,36.87%,0.00%,-47.59%,11.13%,12.53%,3.21%,6.46%,3872,"$3,430.70","$7,727.40","-$1,076.60",-$150.09,$381.90,$769.60,$485.17,$919.80,$716.06,36.96%,-9.04%,25.96%,12.26%,18.91%,$69.40,$150.20,"$2,079.90","$13,574.50",$303.30,$0.00,41.94%,3.99%,51.06%,33.80%,35.67%,0.00%,3.80%,93.76%
Cover-All Tech Inc,COVR,Computer Software/Svcs,3579,NDQ,$1.12,7259,24.5,$24.60,0,$24.60,$19.90,$4.70,$13.50,$13.80,5.35,5.59,NA,NA,NA,3.15,1.82,6.86,6.63,6.42,3.15,1.47,1.44,78.50%,NA,NA,30.32%,0.49,0.9,0.37,0.5104,$0.10,28.21%,0.00%,3.60%,58.97%,93.55%,34.07%,21.48%,3.1,$7.80,$11.00,$0.20,$0.00,$4.60,$2.90,$2.90,$3.00,$2.80,0.00%,1.48%,19.11%,34.81%,42.73%,$0.20,$0.10,$3.50,$13.80,$4.40,$0.00,0.00%,2.73%,0.00%,0.00%,0.00%,0.00%,NA,NA
Covidien Plc,COV,Medical Supplies,8060,NYS,$47.89,3742652,499,"$24,273.70",2991,"$27,264.70","$25,797.70","$1,467.00","$10,323.00","$10,323.00",16.93,16.93,$3.35,14.30,NA,3.03,2.35,10.25,8.72,2.71,2.48,2.50,2.50,NA,NA,NA,5.03%,NA,0.8,0.29,NA,-$28.00,NA,20.69%,-1.51%,17.92%,19.47%,13.89%,24.38%,9525,"$8,001.00","$17,139.00","$1,786.00",$0.00,"$1,434.00","$2,517.00","$1,854.78","$2,957.00","$1,882.78",26.31%,17.30%,5.38%,14.21%,8.56%,$412.00,$440.00,"$3,321.00","$10,323.00","$1,434.00",$296.64,44.39%,15.53%,12.32%,10.97%,27.21%,1.22%,1.00%,88.30%
Covista Communications Inc,CVST,Telecom. Services,4810,NDQ,$0.04,3726,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.2,0.71,4.0536,NA,0.79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,NA
Cowen Group Inc.,COWN,Financial Svcs. (Div.),6100,NDQ,$5.92,120870,11.2,$317.00,0.2,$317.20,$184.80,$132.40,$217.30,$193.10,NA,NA,NA,NA,NA,2.23,1.46,NA,NA,18.67,2.23,0.85,0.96,NA,8.00%,NA,-15.05%,1.08,1.2,0.29,0.5854,-$0.34,32.80%,NA,NA,-51.09%,-124.67%,-33.41%,-5.68%,9.9,$142.10,$207.50,-$5.00,$0.56,-$72.60,-$12.34,-$12.34,-$9.84,-$12.00,0.00%,-2.30%,41.74%,60.93%,63.81%,$1.60,$2.50,$0.00,$193.10,-$77.50,$0.00,1.59%,5.06%,0.06%,0.06%,0.14%,0.00%,NA,4.93%
Cowlitz Bancorp,CWLZ,Bank,6000,NDQ,$0.70,10299,5.1,$3.40,12.5,$15.90,-$15.40,$31.30,NA,NA,34.00,NA,NA,NA,NA,0.06,NA,NA,NA,-0.42,0.23,NA,NA,35.50%,NA,NA,NA,0.04,0.75,0.87,0.5002,NA,23.99%,0.00%,NA,0.18%,47.14%,NA,NA,36.7,$55.50,$514.20,$0.00,NA,$0.10,$17.30,$17.30,$17.30,NA,0.00%,NA,196.86%,NA,6.09%,$0.00,$0.00,$12.90,NA,-$8.30,$0.00,0.35%,0.00%,367.65%,78.62%,18.38%,0.00%,NA,2.08%
CPC Of America Inc,CPCF,Medical Services,8000,NDQ,$0.87,5837,9.3,$7.60,0,$7.60,$6.10,$1.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,0.95,0.72,0.5971,NA,25.46%,NA,NA,NA,NA,NA,NA,-17.1,-$15.60,$1.90,-$3.10,NA,-$11.10,NA,NA,NA,NA,0.00%,NA,19.74%,NA,78.95%,$0.00,$0.00,$11.10,NA,-$2.80,$0.00,15.79%,0.00%,0.00%,0.00%,NA,0.00%,NA,NA
CPEX Pharmaceuticals Inc.,CPEX,Food Processing,2000,NDQ,$11.02,5105,2.5,$28.20,0,$28.20,$13.00,$15.20,$15.60,$17.60,NA,NA,NA,NA,NA,1.18,1.81,NA,19.62,1.51,1.18,0.83,0.74,NA,NA,NA,NA,NA,NA,0.37,NA,-$0.09,NA,NA,NA,-1.68%,-0.44%,-2.56%,-0.24%,8.6,$23.80,$26.50,$2.40,$0.31,-$0.40,-$0.04,-$0.04,$0.66,$0.05,0.00%,15.38%,53.90%,97.44%,57.36%,$0.30,$0.70,$6.50,$17.60,-$2.30,$0.00,9.06%,10.57%,0.00%,0.00%,0.00%,0.00%,NA,19.19%
CPI Aerostructures Inc,CVU,Aerospace/Defense,3720,AMS,$6.01,9405,6,$36.00,3.3,$39.30,$38.90,$0.40,$35.60,$40.30,13.85,11.25,NA,NA,NA,1.06,1.01,9.49,8.84,1.05,1.05,1.09,0.97,-32.00%,NA,NA,22.30%,0.79,0.65,0.40,0.3449,$4.90,30.15%,0.00%,177.77%,7.65%,7.47%,7.30%,11.52%,36.9,$34.00,$43.40,$35.60,$4.70,$2.60,$4.10,$2.76,$4.40,-$2.14,32.77%,100.00%,1.02%,1.12%,0.92%,$0.50,$0.30,$4.70,$40.30,$3.20,$0.00,0.00%,2.30%,9.17%,8.40%,8.85%,0.00%,NA,30.57%
CPI Corp.,CPY,Recreation,7900,NYS,$12.28,48130,6.8,$81.20,103.4,$184.60,$160.90,$23.70,$462.50,$435.90,NA,40.60,NA,NA,NA,101.50,0.18,3.83,2.25,2.00,1.77,0.35,0.37,-6.00%,28.00%,3.00%,2.51%,1.83,1.55,0.72,1.6165,$7.61,15.34%,NA,18.13%,-837.50%,52.17%,-1.45%,9.08%,80.5,$0.80,$190.60,-$15.90,$0.91,-$6.70,$42.00,$42.00,$71.40,$34.39,0.00%,-3.44%,12.84%,5.12%,12.43%,$36.10,$29.40,$379.40,$435.90,$2.00,$23.10,32.37%,26.71%,127.34%,56.01%,99.23%,28.45%,5.60%,84.15%
CPI International Inc,CPII,Telecom. Equipment,4811,NDQ,$13.24,33523,16.3,$202.60,225.7,$428.30,$399.60,$28.70,$370.00,$332.80,9.93,8.58,$1.13,11.72,0.83,1.41,0.55,6.43,5.47,1.17,1.16,1.08,1.20,NA,12.00%,NA,5.64%,1.45,1.2,0.44,0.4529,-$12.77,42.39%,0.00%,-31.43%,14.18%,11.92%,5.51%,16.78%,340.9,$143.90,$466.90,$60.40,-$6.07,$20.40,$62.10,$40.63,$73.10,$53.41,34.57%,16.32%,6.70%,7.76%,6.15%,$4.30,$11.00,$54.70,$332.80,$23.60,$0.00,51.64%,13.39%,111.40%,52.70%,61.07%,0.00%,NA,40.15%
CPS Technologies Corp,CPSH,Electronics,3670,NDQ,$1.15,3980,12.6,$18.30,0.5,$18.80,$17.60,$1.20,$14.80,NA,12.20,NA,NA,NA,NA,2.61,1.24,8.80,6.77,2.79,2.51,1.19,NA,NA,NA,NA,18.28%,3.33,0.65,0.39,0.6485,NA,16.04%,0.00%,NA,21.43%,31.75%,10.14%,13.51%,6.3,$7.00,$8.40,$3.70,NA,$1.50,$2.00,$2.00,$2.60,NA,0.00%,25.00%,6.38%,8.11%,14.29%,$0.70,$0.60,$2.60,NA,NA,$0.00,0.00%,29.76%,2.73%,2.66%,6.67%,0.00%,NA,NA
CRA International Inc,CRAI,Industrial Services,7300,NDQ,$26.65,81717,10.6,$273.90,83.4,$357.30,$238.00,$119.30,$376.80,$312.70,34.24,42.14,$1.16,22.97,1.90,1.15,0.73,7.80,5.96,1.18,1.11,0.63,0.76,14.50%,18.00%,NA,-2.62%,0.66,0.7,0.30,0.344,-$4.50,32.56%,0.00%,-36.90%,3.37%,6.06%,2.12%,8.09%,201.4,$237.30,$449.70,$24.70,-$4.20,$8.00,$30.50,$12.20,$39.90,$16.70,60.00%,6.56%,33.39%,31.66%,26.53%,$9.10,$9.40,$105.50,$312.70,$6.50,$0.00,35.67%,5.27%,30.45%,23.34%,26.01%,0.00%,NA,93.33%
